日期,臺北市,新北市,基隆市,桃園市,新竹縣,苗栗縣,臺中市,彰化縣,南投縣,雲林縣,嘉義市,嘉義縣,臺南市,高雄市,屏東縣,宜蘭縣,花蓮縣,臺東縣,澎湖縣,金門縣,連江縣
2005-02-04,3.8,1.5,0.6,1.5,2.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3,0.0,0.2,4.5
2005-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0
2005-02-06,0.7,0.5,0.2,1.5,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,-99,0.5
2005-02-07,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,4.0,0.0,0.0,0.0,0.0
2005-02-08,0.0,0.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,4.0,0.0,0.0,0.0,0.5
2005-02-09,0.0,0.0,0.5,0.5,-99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.5
2005-02-10,0.0,1.0,33.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,-99,0.0,0.0,0.0,10.5
2005-02-11,-99,-99,10.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.5
2005-02-12,0.6,0.5,12.5,0.5,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0.0,0.0,0.0,0.0,0.0
2005-02-13,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,12.0,0.0,0.0,0.0,0.5
2005-02-14,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,4.0,3.0,0.0,0.0,0.0
2005-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,-99,0.0
2005-02-16,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2005-02-17,19.0,22.5,22.4,32.0,33.5,29.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,-99,0.0,2.0,18.3,48.0
2005-02-18,29.0,25.0,66.0,32.0,27.4,41.0,58.9,54.0,77.7,74.5,87.4,84.0,6.5,21.5,6.0,32.1,24.5,6.5,34.0,10.0,9.5
2005-02-19,30.8,32.5,33.8,35.0,23.7,32.0,12.1,8.5,31.3,14.5,7.0,58.0,0.5,0.5,1.0,18.3,12.0,7.0,4.5,0.5,0.0
2005-02-20,28.5,27.0,29.5,17.0,16.5,30.5,7.6,2.0,23.9,11.5,14.0,41.5,-99,0.0,0.0,22.6,2.0,0.1,-99,0.0,0.0
2005-02-21,20.4,17.0,43.2,20.0,16.5,23.0,3.2,2.0,5.8,1.0,1.0,13.5,0.5,0.0,0.0,48.1,7.0,0.0,0.7,0.0,0.0
2005-02-22,7.5,7.5,22.5,10.0,4.5,2.5,1.2,0.0,0.8,1.0,0.0,0.2,0.0,0.0,0.0,7.6,2.5,0.0,0.0,0.5,0.5
2005-02-23,0.5,2.0,0.5,0.5,2.0,1.5,1.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4.0
2005-02-24,4.9,5.0,5.1,10.0,10.2,26.0,11.2,1.0,0.2,0.0,-99,0.6,0.0,0.0,-99,14.1,1.0,0.0,1.4,0.5,0.0
2005-02-25,29.0,11.0,77.5,12.0,23.1,30.0,15.1,4.0,8.1,7.0,16.3,19.0,4.5,17.5,0.0,45.3,5.0,8.5,2.5,7.0,0.0
2005-02-26,41.6,35.5,67.9,47.0,42.1,43.0,16.6,7.0,6.1,3.0,9.5,18.5,45.5,3.5,0.0,35.8,10.5,16.0,8.7,13.0,16.0
2005-02-27,51.8,38.5,83.0,50.0,35.0,40.5,7.7,9.5,3.2,0.0,-99,0.0,0.0,0.0,0.0,50.0,2.0,0.0,0.2,6.3,23.5
2005-02-28,18.5,19.5,22.5,20.5,23.3,28.5,17.3,14.5,16.5,6.0,5.5,14.0,0.5,-99,0.0,9.6,3.0,0.0,3.5,16.0,2.0
2005-03-01,25.4,19.0,34.5,24.5,23.5,23.0,7.8,3.0,1.2,3.0,-99,2.5,0.0,0.0,0.0,30.8,4.5,0.0,3.4,14.2,2.5
2005-03-02,31.7,31.0,40.5,39.0,43.7,52.5,48.7,37.0,42.6,16.0,8.9,25.0,-99,0.0,0.0,37.1,23.5,0.0,16.3,62.5,15.5
2005-03-03,37.5,45.0,51.0,30.5,31.2,45.0,29.1,21.5,45.9,13.5,8.0,44.5,-99,3.0,5.0,23.4,16.0,7.0,6.5,2.7,2.0
2005-03-04,1.0,0.5,0.1,0.5,1.2,2.5,1.6,1.0,5.1,0.5,0.9,16.0,-99,1.0,0.0,0.0,1.0,3.5,0.1,0.0,0.0
2005-03-05,2.0,1.0,3.3,3.0,1.3,2.0,1.8,0.5,10.3,1.0,2.0,10.0,-99,4.5,5.0,0.6,1.5,6.0,-99,0.0,0.0
2005-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
2005-03-09,0.0,0.0,0.0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.0,-99,0.0,0.0,0.0
2005-03-10,-99,0.0,0.0,0.0,1.6,1.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,-99,0.0,0.0,1.0,0.0,0.0
2005-03-11,1.3,2.5,7.5,0.5,2.2,6.0,0.6,0.5,5.1,2.0,2.0,9.0,-99,-99,0.0,0.9,5.0,1.0,0.0,0.0,1.5
2005-03-12,26.0,38.0,42.5,37.0,38.5,48.5,29.1,12.0,16.3,18.5,11.5,22.5,8.5,-99,0.0,2.0,2.0,1.5,8.5,10.4,14.0
2005-03-13,15.0,13.0,13.5,14.0,16.5,15.5,10.2,4.0,14.4,6.5,6.0,14.5,6.0,4.0,0.0,4.6,1.5,2.5,2.4,0.5,0.0
2005-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0
2005-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
2005-03-17,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2.0,0.0,0.0,0.0,0.0
2005-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-99,0.5,0.0,0.0,0.0,0.0
2005-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-22,16.6,9.0,9.5,5.5,17.5,12.0,3.0,0.5,0.9,0.0,0.0,32.5,0.0,0.0,0.0,20.3,1.5,0.0,0.0,1.0,3.5
2005-03-23,9.5,4.5,10.5,3.5,5.8,43.5,5.1,0.0,28.9,0.5,2.0,24.0,-99,0.0,0.0,1.7,1.5,0.0,0.0,1.5,0.0
2005-03-24,0.5,0.5,0.0,0.0,0.4,0.5,0.0,0.0,1.1,0.0,0.0,3.0,0.0,-99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,-99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-26,-99,0.0,-99,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.4,7.0
