日期,臺北市,新北市,基隆市,桃園市,新竹縣,苗栗縣,臺中市,彰化縣,南投縣,雲林縣,嘉義市,嘉義縣,臺南市,高雄市,屏東縣,宜蘭縣,花蓮縣,臺東縣,澎湖縣,金門縣,連江縣
2006-12-24,70,73,68,-99,74,-99,74,-99,68,-99,76,81,80,69,60,77,62,61,80,71,85
2006-12-25,76,79,80,-99,76,-99,74,-99,89,-99,75,74,81,72,68,69,66,67,72,74,87
2006-12-26,79,80,74,-99,75,-99,70,-99,66,-99,75,55,82,71,68,70,63,63,72,71,88
2006-12-27,74,74,68,-99,67,-99,66,-99,63,-99,72,82,78,68,63,71,66,67,67,65,81
2006-12-28,84,81,74,-99,76,-99,70,-99,75,-99,71,88,75,67,62,85,66,67,71,62,80
2006-12-29,68,66,62,-99,63,-99,64,-99,87,-99,67,84,72,68,60,83,61,61,69,58,75
2006-12-30,74,66,71,-99,65,-99,78,-99,87,-99,79,93,80,71,59,81,72,68,78,63,81
2006-12-31,89,77,87,-99,78,-99,76,-99,73,-99,79,87,85,72,66,88,84,74,84,68,86
2007-01-01,83,81,82,-99,82,-99,78,-99,68,-99,80,83,87,77,71,85,79,75,83,77,93
2007-01-02,82,76,79,-99,71,-99,75,-99,67,-99,77,74,84,77,69,87,82,75,84,74,96
2007-01-03,96,89,92,-99,85,-99,79,-99,77,-99,79,93,85,74,72,92,81,77,85,94,99
2007-01-04,90,90,91,-99,84,-99,78,-99,89,-99,78,96,86,76,70,88,73,75,82,82,93
2007-01-05,86,86,83,-99,79,-99,74,-99,90,-99,74,79,81,73,68,81,80,75,79,76,86
2007-01-06,78,81,77,-99,77,-99,72,-99,95,-99,73,74,78,71,71,70,69,74,75,61,77
2007-01-07,68,68,65,-99,63,-99,62,-99,91,-99,63,76,67,61,61,69,61,68,66,51,60
2007-01-08,69,69,67,-99,68,-99,68,-99,84,-99,68,81,73,63,60,75,67,67,68,52,64
2007-01-09,65,67,62,-99,64,-99,67,-99,73,-99,69,84,72,65,62,73,69,66,71,59,74
2007-01-10,76,69,71,-99,68,-99,67,-99,71,-99,68,87,69,66,66,87,71,70,75,57,72
2007-01-11,81,74,81,-99,76,-99,76,-99,72,-99,75,88,76,74,63,89,73,68,82,66,85
2007-01-12,83,88,86,-99,86,-99,78,-99,69,-99,77,87,81,78,63,81,68,69,86,73,94
2007-01-13,84,87,86,-99,81,-99,74,-99,71,-99,73,91,76,74,66,89,67,73,81,71,91
2007-01-14,85,77,85,-99,73,-99,71,-99,71,-99,73,92,76,73,64,90,70,71,81,71,94
2007-01-15,78,69,80,-99,72,-99,74,-99,68,-99,73,93,75,77,74,88,74,73,86,72,91
2007-01-16,80,84,80,-99,85,-99,82,-99,75,-99,80,95,82,74,69,81,86,76,88,80,97
2007-01-17,94,92,92,-99,90,-99,89,-99,85,-99,82,98,81,73,74,91,83,79,91,94,100
2007-01-18,94,90,93,-99,87,-99,85,-99,96,-99,85,100,89,76,72,91,86,78,86,84,82
2007-01-19,93,92,90,-99,87,-99,88,-99,92,-99,88,99,92,87,67,90,83,76,86,73,82
2007-01-20,84,85,89,-99,83,-99,83,-99,64,-99,82,79,85,84,69,87,75,75,89,83,98
2007-01-21,89,91,94,-99,87,-99,83,-99,89,-99,84,97,85,77,75,89,79,79,89,87,98
2007-01-22,90,88,92,-99,81,-99,77,-99,86,-99,79,95,82,78,65,90,74,70,84,71,87
2007-01-23,88,93,91,-99,89,-99,82,-99,82,-99,84,85,86,82,71,80,71,73,89,76,99
2007-01-24,71,82,73,-99,74,-99,72,-99,88,-99,73,72,75,74,67,74,62,69,74,70,83
2007-01-25,61,61,63,-99,62,-99,69,-99,86,-99,73,73,77,70,55,69,55,55,78,63,86
2007-01-26,72,78,84,-99,78,-99,77,-99,82,-99,78,85,80,75,56,73,56,53,83,71,87
2007-01-27,62,65,60,-99,63,-99,74,-99,86,-99,74,96,78,78,65,83,62,69,69,56,80
2007-01-28,51,60,49,-99,51,-99,45,-99,75,-99,55,60,53,50,58,58,52,60,58,52,68
2007-01-29,60,62,63,-99,54,-99,53,-99,59,-99,64,47,55,50,50,61,48,46,59,58,75
2007-01-30,60,69,67,-99,63,-99,66,-99,61,-99,67,53,69,54,52,65,55,53,72,68,83
2007-01-31,65,69,68,-99,65,-99,71,-99,58,-99,71,72,74,59,56,64,60,58,75,60,85
2007-02-01,67,71,65,-99,64,-99,64,-99,62,-99,68,69,73,59,55,64,55,56,64,64,74
2007-02-02,59,68,56,-99,57,-99,58,-99,61,-99,63,58,59,56,56,63,49,53,63,57,67
2007-02-03,59,67,65,-99,69,-99,69,-99,59,-99,69,58,69,62,55,67,55,58,67,64,81
2007-02-04,66,68,70,-99,68,-99,64,-99,55,-99,71,76,74,55,63,70,59,61,72,69,84
2007-02-05,66,78,77,-99,72,-99,61,-99,59,-99,67,87,67,57,66,72,66,69,68,76,81
2007-02-06,75,87,73,-99,79,-99,62,-99,57,-99,65,76,65,59,65,77,71,71,74,74,88
2007-02-07,72,87,76,-99,81,-99,69,-99,62,-99,71,64,72,61,61,76,74,66,82,70,83
2007-02-08,69,89,82,-99,78,-99,66,-99,59,-99,71,83,75,65,69,72,75,70,82,79,93
2007-02-09,74,84,82,-99,76,-99,68,-99,80,-99,72,98,79,68,82,78,74,78,77,79,99
2007-02-10,82,82,84,-99,83,-99,77,-99,82,-99,74,87,79,71,75,75,70,73,79,76,89
2007-02-11,69,70,69,-99,70,-99,66,-99,84,-99,67,81,72,69,66,76,68,69,72,52,88
2007-02-12,72,75,75,-99,78,-99,71,-99,70,-99,69,80,72,64,66,75,71,70,78,68,84
2007-02-13,69,77,78,-99,74,-99,68,-99,71,-99,68,84,72,70,82,73,69,77,78,78,82
2007-02-14,74,76,76,-99,77,-99,69,-99,77,-99,71,78,75,75,78,74,66,70,78,79,85
2007-02-15,76,69,76,-99,71,-99,72,-99,87,-99,75,83,73,70,66,80,66,66,73,66,84
2007-02-16,77,81,80,-99,82,-99,75,-99,84,-99,75,80,74,74,73,75,71,71,79,78,99
2007-02-17,80,84,84,-99,82,-99,77,-99,71,-99,76,72,76,77,78,75,72,72,84,88,98
2007-02-18,84,85,86,-99,83,-99,77,-99,78,-99,79,62,77,77,74,81,68,72,79,91,100
2007-02-19,86,85,94,-99,85,-99,78,-99,81,-99,76,72,73,72,70,87,70,71,75,83,92
2007-02-20,92,90,93,-99,90,-99,75,-99,82,-99,75,83,71,69,71,85,71,73,76,85,100
2007-02-21,90,86,90,-99,86,-99,77,-99,77,-99,75,77,71,72,71,82,76,71,75,77,92
2007-02-22,86,85,87,-99,87,-99,82,-99,93,-99,81,96,78,76,73,78,75,78,81,88,97
2007-02-23,63,62,63,-99,64,-99,64,-99,79,-99,74,88,72,72,66,68,57,71,68,67,90
2007-02-24,67,63,67,-99,70,-99,70,-99,82,-99,71,87,69,70,61,69,61,64,73,72,93
2007-02-25,80,82,78,-99,81,-99,77,-99,95,-99,76,100,73,72,71,69,72,73,74,83,90
2007-02-26,64,67,62,-99,66,-99,65,-99,88,-99,69,72,68,69,61,66,65,64,63,61,81
2007-02-27,76,78,82,-99,77,-99,72,-99,80,-99,72,80,69,67,55,72,62,54,76,69,89
2007-02-28,75,73,75,-99,72,-99,70,-99,75,-99,74,81,74,72,68,83,74,65,78,65,94
2007-03-01,75,79,74,-99,84,-99,78,-99,67,-99,77,86,75,77,71,78,74,68,80,80,93
2007-03-02,77,84,84,-99,82,-99,76,-99,79,-99,76,76,74,74,73,78,75,69,80,82,96
2007-03-03,75,82,82,-99,81,-99,73,-99,77,-99,77,74,80,71,73,80,73,72,80,83,99
2007-03-04,76,84,81,-99,84,-99,77,-99,76,-99,73,65,76,72,75,76,72,76,83,88,95
2007-03-05,78,78,79,-99,77,-99,75,-99,88,-99,76,85,79,75,71,79,69,76,73,75,86
2007-03-06,84,83,78,-99,81,-99,78,-99,97,-99,76,100,78,68,61,84,77,71,71,74,80
2007-03-07,90,88,85,-99,87,-99,88,-99,98,-99,85,100,95,76,61,89,79,72,78,87,76
2007-03-08,92,93,93,-99,89,-99,83,-99,93,-99,81,100,85,70,64,92,79,71,79,88,96
2007-03-09,92,94,96,-99,90,-99,83,-99,87,-99,80,99,81,68,67,88,72,70,80,89,99
2007-03-10,85,91,87,-99,89,-99,82,-99,81,-99,82,90,84,73,71,82,71,73,79,85,99
2007-03-11,83,86,82,-99,81,-99,74,-99,84,-99,77,96,80,71,70,85,70,73,75,74,87
2007-03-12,86,87,88,-99,80,-99,74,-99,86,-99,75,94,76,68,65,85,69,68,76,72,99
2007-03-13,87,89,86,-99,85,-99,77,-99,87,-99,77,91,78,73,72,83,75,75,78,80,98
2007-03-14,78,82,79,-99,84,-99,76,-99,86,-99,78,76,80,74,73,86,77,78,80,83,97
2007-03-15,78,87,78,-99,83,-99,73,-99,73,-99,75,63,78,78,78,79,71,69,84,86,90
2007-03-16,79,86,82,-99,83,-99,76,-99,73,-99,77,53,81,74,73,79,72,74,81,84,95
2007-03-17,74,80,77,-99,77,-99,69,-99,81,-99,69,87,74,73,71,76,72,73,73,62,73
2007-03-18,80,84,79,-99,78,-99,77,-99,93,-99,72,100,76,67,66,84,70,68,76,72,85
2007-03-19,86,91,86,-99,87,-99,84,-99,87,-99,80,99,83,70,67,79,75,74,79,86,89
2007-03-20,86,91,75,-99,86,-99,75,-99,82,-99,78,82,78,69,67,78,75,72,75,70,78
2007-03-21,70,75,71,-99,75,-99,73,-99,78,-99,77,78,75,68,63,79,68,68,76,67,79
2007-03-22,75,75,79,-99,78,-99,76,-99,72,-99,81,76,81,73,65,80,75,72,80,74,85
2007-03-23,67,77,71,-99,78,-99,70,-99,78,-99,76,74,80,75,61,75,68,70,79,76,80
2007-03-24,72,83,73,-99,78,-99,71,-99,81,-99,75,94,80,84,71,76,67,82,80,88,85
2007-03-25,80,80,77,-99,82,-99,79,-99,88,-99,78,97,82,82,74,79,74,79,84,84,92
2007-03-26,75,79,73,-99,82,-99,74,-99,88,-99,74,98,76,76,67,81,73,79,79,82,95
2007-03-27,85,91,84,-99,76,-99,81,-99,89,-99,71,100,77,79,73,78,70,69,82,89,93
2007-03-28,68,73,69,-99,67,-99,82,-99,92,-99,78,99,79,77,64,67,65,66,74,67,76
2007-03-29,76,87,77,-99,80,-99,76,-99,86,-99,73,92,77,78,76,79,76,72,83,82,78
2007-03-30,74,85,77,-99,78,-99,75,-99,84,-99,73,74,77,78,74,79,72,74,84,93,93
2007-03-31,74,84,77,-99,77,-99,75,-99,85,-99,70,62,75,77,73,80,67,70,83,95,96
2007-04-01,70,79,73,-99,75,-99,71,-99,79,-99,66,60,72,73,71,80,69,72,81,94,97
2007-04-02,82,89,82,-99,87,-99,79,-99,88,-99,72,84,72,75,70,77,73,79,83,94,85
2007-04-03,78,82,70,-99,80,-99,79,-99,96,-99,87,100,82,86,65,84,61,74,71,69,74
2007-04-04,74,76,65,-99,75,-99,92,-99,98,-99,93,100,88,83,64,88,64,67,70,67,68
2007-04-05,80,80,79,-99,85,-99,84,-99,94,-99,87,100,79,73,65,92,69,70,80,79,92
2007-04-06,90,94,86,-99,93,-99,82,-99,92,-99,86,99,79,74,71,81,73,76,81,85,91
2007-04-07,91,89,77,-99,86,-99,78,-99,95,-99,84,99,76,72,74,79,80,81,76,63,80
2007-04-08,83,85,69,-99,76,-99,78,-99,94,-99,81,100,71,68,69,82,74,79,68,60,71
2007-04-09,73,73,70,-99,65,-99,75,-99,92,-99,77,99,68,68,59,75,63,58,64,58,81
2007-04-10,88,89,83,-99,90,-99,88,-99,92,-99,86,100,76,69,64,89,79,68,78,89,85
2007-04-11,68,75,65,-99,67,-99,69,-99,93,-99,80,100,70,73,67,77,85,76,66,69,81
2007-04-12,58,64,64,-99,70,-99,66,-99,84,-99,75,99,68,75,59,69,72,64,67,63,79
2007-04-13,66,79,73,-99,74,-99,68,-99,83,-99,77,82,66,71,65,70,75,68,72,81,81
2007-04-14,70,84,76,-99,77,-99,71,-99,87,-99,75,81,66,73,67,73,79,70,77,84,92
2007-04-15,82,87,79,-99,80,-99,77,-99,90,-99,76,99,72,78,70,73,83,74,80,88,95
2007-04-16,77,84,79,-99,80,-99,75,-99,82,-99,76,75,71,79,68,79,82,72,79,91,91
2007-04-17,72,80,74,-99,81,-99,74,-99,84,-99,78,76,69,74,65,78,82,67,79,87,88
2007-04-18,74,82,73,-99,76,-99,67,-99,91,-99,75,85,71,74,72,70,83,77,71,80,79
2007-04-19,57,66,62,-99,60,-99,62,-99,82,-99,72,55,62,66,61,68,72,70,66,70,75
2007-04-20,63,73,64,-99,73,-99,64,-99,78,-99,74,61,64,65,62,71,72,61,69,78,81
2007-04-21,67,77,71,-99,77,-99,69,-99,82,-99,76,71,68,74,72,76,82,73,77,87,80
2007-04-22,71,79,75,-99,75,-99,74,-99,82,-99,73,81,72,83,74,79,83,68,83,91,87
2007-04-23,85,84,82,-99,83,-99,79,-99,79,-99,73,86,66,66,66,86,89,67,82,97,96
2007-04-24,85,90,86,-99,88,-99,81,-99,78,-99,78,92,69,73,71,87,92,69,83,95,100
2007-04-25,74,80,72,-99,76,-99,73,-99,87,-99,78,98,73,73,69,78,84,76,76,72,87
2007-04-26,69,67,69,-99,73,-99,72,-99,90,-99,76,84,70,73,65,76,86,72,73,65,80
2007-04-27,72,79,77,-99,79,-99,74,-99,83,-99,78,85,70,73,62,79,81,71,76,72,86
2007-04-28,81,83,83,-99,79,-99,73,-99,81,-99,77,89,71,72,67,87,87,72,78,75,93
2007-04-29,70,72,73,-99,78,-99,76,-99,82,-99,78,90,73,74,70,89,89,81,81,79,98
2007-04-30,74,84,77,-99,83,-99,78,-99,83,-99,77,79,71,76,72,87,88,77,81,96,93
2007-05-01,67,74,67,-99,72,-99,72,-99,91,-99,77,92,73,75,70,78,80,71,74,78,71
2007-05-02,64,61,67,-99,64,-99,69,-99,80,-99,77,60,71,74,62,76,75,67,79,74,84
2007-05-03,59,73,60,-99,67,-99,62,-99,74,-99,72,62,62,67,59,74,73,67,77,83,93
2007-05-04,64,74,67,-99,68,-99,68,-99,77,-99,71,77,59,68,67,78,80,66,77,85,87
2007-05-05,89,88,80,91,87,-99,82,-99,83,-99,78,93,75,81,74,82,84,64,88,95,95
2007-05-06,75,79,73,74,74,-99,78,-99,90,-99,78,98,74,80,63,76,77,63,83,82,82
2007-05-07,63,62,62,-99,60,-99,60,-99,66,-99,73,97,64,71,59,72,69,69,77,77,85
2007-05-08,57,59,59,-99,62,-99,60,-99,63,-99,72,91,62,63,60,72,70,67,78,78,89
2007-05-09,59,68,63,-99,68,-99,69,-99,72,-99,70,74,62,63,55,73,70,60,78,81,89
2007-05-10,58,59,64,-99,55,-99,70,-99,67,-99,71,74,63,65,60,72,71,65,77,76,90
2007-05-11,59,57,59,-99,63,-99,73,-99,72,-99,70,85,65,71,59,71,71,64,82,78,90
2007-05-12,69,77,70,-99,76,-99,77,-99,82,-99,73,90,66,72,62,73,72,63,79,87,86
2007-05-13,81,75,80,-99,73,-99,74,-99,81,-99,74,90,67,68,68,84,73,65,77,75,86
2007-05-14,78,80,78,-99,76,-99,72,-99,73,-99,74,95,66,68,66,79,78,69,77,81,87
2007-05-15,75,81,74,-99,75,-99,68,-99,80,-99,73,95,65,69,72,84,94,77,74,83,91
2007-05-16,69,76,68,-99,73,-99,71,-99,86,-99,71,86,66,76,79,80,86,72,81,90,88
2007-05-17,68,72,61,-99,82,-99,85,-99,91,-99,74,98,72,81,73,77,86,81,81,83,64
2007-05-18,78,83,71,-99,82,-99,84,-99,91,-99,74,100,69,77,75,75,74,76,84,89,76
2007-05-19,82,84,74,-99,81,-99,85,-99,92,-99,81,100,74,88,77,83,95,85,80,81,86
2007-05-20,86,84,77,-99,88,-99,91,-99,96,-99,89,100,82,92,74,89,94,90,86,90,86
2007-05-21,78,78,74,-99,81,-99,82,-99,90,-99,85,98,75,84,73,91,94,83,81,83,92
2007-05-22,71,74,68,-99,77,-99,84,-99,89,-99,82,95,75,84,77,89,95,75,84,87,96
2007-05-23,76,83,74,-99,76,-99,88,-99,89,-99,80,99,72,83,78,85,89,78,87,94,94
2007-05-24,69,82,72,-99,74,-99,77,-99,84,-99,74,95,70,80,78,83,84,77,88,97,93
2007-05-25,68,78,67,-99,68,-99,71,-99,78,-99,74,97,70,79,78,80,79,75,86,95,97
2007-05-26,80,87,77,-99,82,-99,77,-99,83,-99,76,91,69,79,74,82,79,75,86,95,91
2007-05-27,69,83,70,-99,76,-99,73,-99,87,-99,74,89,68,78,77,80,81,73,85,92,95
2007-05-28,69,78,73,-99,71,-99,71,-99,84,-99,77,93,69,80,77,80,80,71,85,88,91
2007-05-29,67,81,70,-99,72,-99,71,-99,81,-99,78,96,69,75,75,82,79,71,83,91,97
2007-05-30,78,84,77,-99,79,-99,78,-99,88,-99,81,99,68,73,73,87,84,75,81,88,94
2007-05-31,72,78,72,-99,76,-99,75,-99,86,-99,78,98,69,75,71,85,85,76,80,87,93
2007-06-01,73,79,74,-99,74,-99,73,-99,86,-99,75,94,68,78,72,84,79,74,82,93,91
2007-06-02,66,72,68,-99,67,-99,70,-99,86,-99,72,93,70,76,73,82,76,74,83,92,92
2007-06-03,80,83,78,-99,78,-99,81,-99,88,-99,73,95,68,76,73,88,81,71,85,91,97
2007-06-04,86,89,81,-99,88,-99,94,-99,90,-99,81,100,72,72,70,90,91,77,88,92,96
2007-06-05,84,88,84,-99,80,-99,87,-99,90,-99,80,99,75,83,75,88,89,80,87,92,95
2007-06-06,92,91,89,-99,88,-99,88,-99,90,-99,81,100,79,81,75,91,94,82,85,93,98
2007-06-07,92,91,87,-99,94,-99,91,-99,90,-99,83,100,78,85,80,91,93,81,88,99,95
2007-06-08,95,92,89,-99,93,-99,94,-99,92,-99,81,100,77,83,77,92,94,84,88,99,99
2007-06-09,95,92,89,-99,88,-99,94,-99,91,-99,80,100,77,78,72,89,88,83,91,98,95
2007-06-10,92,91,87,-99,92,-99,88,-99,85,-99,77,99,70,76,82,92,88,82,87,98,100
2007-06-11,82,84,82,-99,75,-99,84,-99,76,-99,74,99,75,83,83,88,84,75,85,94,97
2007-06-12,84,86,83,-99,84,-99,88,-99,87,-99,79,100,79,88,83,88,88,75,85,91,87
2007-06-13,76,82,78,-99,73,-99,78,-99,84,-99,69,98,69,79,85,87,85,71,84,94,93
2007-06-14,67,75,71,-99,64,-99,69,-99,78,-99,67,90,65,74,85,81,80,70,86,93,92
2007-06-15,78,85,79,-99,79,-99,75,-99,88,-99,73,90,72,83,88,84,82,72,89,93,97
2007-06-16,84,91,83,-99,87,-99,80,-99,83,-99,76,92,68,76,80,89,89,74,87,93,93
2007-06-17,77,85,82,-99,79,-99,74,-99,86,-99,76,94,70,75,78,89,89,76,82,94,93
2007-06-18,75,82,78,-99,77,-99,70,-99,81,-99,75,96,67,71,78,87,85,80,82,92,95
2007-06-19,71,82,78,-99,77,-99,72,-99,84,-99,74,98,66,71,79,83,83,79,80,91,96
2007-06-20,72,83,73,-99,75,-99,77,-99,86,-99,77,98,66,73,77,83,81,76,80,91,95
2007-06-21,76,81,74,-99,73,-99,70,-99,84,-99,72,97,63,68,76,80,80,73,78,89,92
2007-06-22,71,78,71,-99,71,-99,69,-99,84,-99,75,99,66,69,86,78,81,75,78,88,88
2007-06-23,79,85,74,-99,79,-99,79,-99,85,-99,73,94,67,73,85,79,87,78,81,88,84
2007-06-24,72,77,70,-99,75,-99,74,-99,86,-99,71,92,68,75,81,78,86,72,83,93,89
2007-06-25,72,78,75,-99,70,-99,72,-99,89,-99,74,96,73,75,84,81,83,71,82,91,90
2007-06-26,78,81,80,-99,77,-99,81,-99,89,-99,74,96,73,80,88,81,83,76,84,90,89
2007-06-27,86,89,79,-99,83,-99,74,-99,88,-99,67,88,70,80,82,77,84,79,81,89,86
2007-06-28,81,85,77,-99,83,-99,75,-99,88,-99,65,87,65,76,81,75,83,77,80,92,85
2007-06-29,81,85,73,-99,82,-99,82,-99,87,-99,69,90,63,76,80,76,83,77,82,92,84
2007-06-30,73,79,70,-99,75,-99,74,-99,81,-99,69,89,63,72,80,76,81,73,80,92,84
2007-07-01,76,80,70,-99,75,-99,72,-99,84,-99,74,91,64,70,78,76,81,73,78,90,78
2007-07-02,73,78,71,-99,71,-99,71,-99,80,-99,70,88,63,72,82,74,82,72,78,92,85
2007-07-03,73,77,69,-99,71,-99,67,-99,77,-99,70,87,63,75,82,75,82,74,80,91,83
2007-07-04,73,78,70,-99,70,-99,66,-99,82,-99,65,95,61,75,80,79,79,71,77,91,84
2007-07-05,79,79,72,-99,72,-99,64,-99,82,-99,63,91,63,75,80,78,82,72,78,91,86
2007-07-06,76,80,74,-99,75,-99,70,-99,85,-99,67,92,64,75,78,78,83,74,80,91,85
2007-07-07,70,78,70,-99,71,-99,70,-99,83,-99,68,86,65,75,75,77,83,74,80,90,84
2007-07-08,67,76,71,-99,70,-99,71,-99,86,-99,71,93,64,73,78,77,82,74,79,89,83
2007-07-09,76,79,76,-99,75,-99,74,-99,86,-99,75,86,71,77,84,78,80,75,80,89,80
2007-07-10,72,77,74,-99,72,-99,73,-99,86,-99,70,92,69,76,83,77,80,74,81,90,91
2007-07-11,76,78,75,-99,71,-99,69,-99,90,-99,66,92,65,74,78,78,82,75,81,91,92
2007-07-12,71,78,74,-99,73,-99,75,-99,87,-99,71,94,67,73,76,69,78,69,82,90,95
2007-07-13,73,81,67,-99,67,-99,65,-99,82,-99,69,92,68,78,77,60,73,70,80,88,84
2007-07-14,70,77,70,-99,67,-99,66,-99,82,-99,70,93,70,82,82,73,73,64,82,91,92
2007-07-15,71,75,74,-99,70,-99,76,-99,88,-99,83,98,80,85,80,79,78,70,83,91,93
2007-07-16,67,69,65,-99,64,-99,71,-99,84,-99,80,97,73,84,83,78,85,72,81,91,96
2007-07-17,63,70,67,-99,63,-99,68,-99,77,-99,81,94,74,90,85,72,76,71,84,93,93
2007-07-18,63,68,62,-99,63,-99,66,-99,79,-99,76,91,68,80,82,75,76,71,83,91,92
2007-07-19,58,63,59,-99,61,-99,65,-99,82,-99,76,91,68,77,79,75,79,70,81,90,92
2007-07-20,58,65,64,-99,61,-99,64,-99,82,-99,74,92,68,75,77,74,78,69,84,87,90
2007-07-21,60,70,67,-99,64,-99,65,-99,82,-99,75,86,67,76,78,71,73,64,83,88,88
2007-07-22,65,74,71,-99,68,-99,67,-99,85,-99,73,76,67,76,77,77,75,70,84,90,89
2007-07-23,71,76,75,-99,69,-99,67,-99,78,-99,74,88,68,76,79,76,75,70,83,91,91
2007-07-24,74,77,74,-99,73,-99,68,-99,78,-99,75,89,67,75,78,74,74,70,80,91,89
2007-07-25,69,73,74,-99,70,-99,67,-99,76,-99,72,92,62,67,75,75,74,66,78,90,87
2007-07-26,67,74,74,-99,70,-99,68,-99,84,-99,75,96,70,77,72,73,73,69,75,89,90
2007-07-27,63,70,69,-99,70,-99,61,-99,79,-99,71,96,70,74,74,73,72,69,72,87,92
2007-07-28,64,68,70,-99,70,-99,65,-99,80,-99,71,98,68,68,78,73,69,70,76,86,93
2007-07-29,65,66,71,-99,77,-99,76,-99,86,-99,74,99,68,74,81,73,72,74,78,83,91
2007-07-30,72,76,71,-99,78,-99,75,-99,80,-99,72,98,66,70,80,74,71,70,80,85,91
2007-07-31,73,82,73,-99,74,-99,69,-99,82,-99,70,98,68,72,80,75,77,71,73,90,88
2007-08-01,72,77,71,-99,70,-99,68,-99,84,-99,71,98,69,73,81,75,78,69,78,89,87
2007-08-02,68,77,70,-99,72,-99,66,-99,83,-99,72,96,71,72,84,74,77,72,79,89,87
2007-08-03,73,79,69,-99,73,-99,67,-99,80,-99,73,98,71,73,79,75,77,72,77,89,87
2007-08-04,82,83,69,-99,76,-99,74,-99,81,-99,80,99,76,67,75,73,76,74,76,88,93
2007-08-05,68,71,66,-99,70,-99,61,-99,74,-99,74,97,74,67,73,72,69,66,72,87,92
2007-08-06,64,68,69,-99,75,-99,65,-99,80,-99,73,96,73,73,73,73,68,69,75,83,93
2007-08-07,82,78,81,-99,84,-99,73,-99,85,-99,77,94,78,79,82,87,86,78,80,74,92
2007-08-08,77,73,77,-99,73,-99,75,-99,83,-99,86,94,85,88,94,89,96,85,82,82,93
2007-08-09,66,69,71,-99,82,-99,71,-99,89,-99,87,99,90,91,98,82,89,91,87,90,90
2007-08-10,74,80,76,-99,84,-99,79,-99,89,-99,88,100,88,94,96,79,83,79,88,87,87
2007-08-11,70,77,70,-99,71,-99,80,-99,86,-99,83,100,88,89,88,80,85,81,94,93,86
2007-08-12,88,89,84,-99,88,-99,86,-99,92,-99,88,100,88,82,79,89,87,75,92,93,96
2007-08-13,81,85,78,-99,82,-99,85,-99,92,-99,93,100,96,92,94,86,96,92,93,88,89
2007-08-14,86,84,81,-99,84,-99,81,-99,88,-99,87,97,97,98,99,83,87,88,95,92,91
2007-08-15,76,81,72,-99,83,-99,74,-99,82,-99,85,90,93,88,98,78,89,91,91,95,92
2007-08-16,68,68,74,-99,73,-99,68,-99,75,-99,83,90,77,78,77,83,83,80,84,85,95
2007-08-17,84,74,82,-99,71,-99,78,-99,81,-99,89,93,86,86,82,89,90,77,84,74,97
2007-08-18,83,75,79,-99,84,-99,81,-99,91,-99,93,99,90,94,93,87,98,84,90,78,99
2007-08-19,89,88,76,-99,95,-99,86,-99,89,-99,88,100,90,91,94,86,93,90,92,94,99
2007-08-20,85,88,80,-99,89,-99,83,-99,89,-99,87,100,91,95,95,89,91,91,91,93,96
2007-08-21,80,82,79,-99,77,-99,78,-99,82,-99,87,98,91,92,95,84,87,90,90,92,92
2007-08-22,84,84,78,-99,76,-99,73,-99,77,-99,81,97,86,91,98,85,78,80,91,92,96
2007-08-23,85,83,76,-99,77,-99,83,-99,83,-99,88,98,85,82,83,80,81,79,86,92,91
2007-08-24,75,78,76,-99,81,-99,85,-99,83,-99,89,98,81,81,78,75,75,75,86,88,94
2007-08-25,83,81,83,-99,79,-99,79,-99,83,-99,82,93,79,82,80,85,84,79,90,83,97
2007-08-26,76,78,72,-99,76,-99,78,-99,85,-99,89,92,75,75,93,81,93,91,83,89,97
2007-08-27,66,74,64,-99,76,-99,72,-99,78,-99,82,91,79,79,77,79,85,81,82,90,96
2007-08-28,69,82,70,-99,79,-99,71,-99,81,-99,80,97,79,79,79,80,84,78,81,87,94
2007-08-29,68,80,70,-99,75,-99,70,-99,82,-99,81,96,74,74,82,77,78,79,82,85,87
2007-08-30,69,80,73,-99,73,-99,69,-99,81,-99,78,97,72,72,81,75,78,77,83,87,89
2007-08-31,72,79,71,-99,73,-99,68,-99,83,-99,74,97,72,77,80,74,76,75,78,89,90
2007-09-01,76,79,70,-99,74,-99,77,-99,83,-99,73,95,71,74,79,76,76,72,78,88,87
2007-09-02,78,79,73,-99,73,-99,75,-99,83,-99,75,96,70,75,79,77,78,76,79,87,90
2007-09-03,80,79,72,-99,73,-99,72,-99,82,-99,76,94,70,75,77,75,81,78,79,89,93
2007-09-04,83,84,77,-99,77,-99,79,-99,87,-99,75,95,75,79,80,80,80,78,83,89,93
2007-09-05,92,87,83,-99,91,-99,88,-99,89,-99,84,98,78,83,83,87,83,78,85,90,86
2007-09-06,84,83,78,-99,80,-99,77,-99,88,-99,86,99,86,84,76,85,83,81,83,84,82
2007-09-07,70,70,70,-99,67,-99,75,-99,91,-99,86,99,-99,81,74,81,92,79,77,76,87
2007-09-08,76,73,74,-99,70,-99,73,-99,88,-99,81,98,-99,79,77,83,88,79,79,76,85
2007-09-09,73,73,72,-99,70,-99,80,-99,87,-99,83,98,-99,84,78,80,80,80,79,75,86
2007-09-10,71,71,71,-99,66,-99,75,-99,84,-99,89,99,83,84,68,73,74,71,75,73,83
